q CP mean: 1.2571793437004088, q CP std: 0.021363587956358197
avg_len CP mean: 0.0727141248062253, avg_len CP std: 0.006876709196097178
avg_cov CP mean: 0.90240558385849, avg_cov CP std: 0.01360395674576243
q GC mean: 1.3169156480319797, q GC std: 0.00787913328885271
avg_len GC mean: 0.0761700440198183, avg_len GC std: 0.007106978186608815
avg_cov GC mean: 0.9211070865392685, avg_cov GC std: 0.006882633989860603
q new addtive mean: 0.02170181442052126, q new addtive std: 0.00046198131903905763
avg_len new addtive mean: 0.06164363138377667, avg_len new addtive std: 0.0008535721869793822
avg_cov new addtive mean: 0.9021986573934555, avg_cov new addtive std: 0.009198529896373734
q new div mean: 3.618507480621338, q new div std: 0.07503209250333623
avg_len new div mean: 0.06600151099264621, avg_len new div std: 0.0014857982436161403
avg_cov new div mean: 0.8993792027235031, avg_cov new div std: 0.010188158098314054
lumbar, densenet201, 0.1, 2
