q CP mean: 1.5159935534000397, q CP std: 0.012722884820811457
avg_len CP mean: 0.17800139561295508, avg_len CP std: 0.0014907821558040413
avg_cov CP mean: 0.901610353589058, avg_cov CP std: 0.008078902125125678
q GC mean: 1.6244784660980105, q GC std: 0.01738160184415935
avg_len GC mean: 0.1907392144203186, avg_len GC std: 0.0020373697310724997
avg_cov GC mean: 0.9317053854465485, avg_cov GC std: 0.0070862798756399555
q new addtive mean: 0.022954829316586257, q new addtive std: 0.0007599433408691544
avg_len new addtive mean: 0.11174948029220104, avg_len new addtive std: 0.0017083328798092397
avg_cov new addtive mean: 0.8988912463188171, avg_cov new addtive std: 0.008124583292970035
q new div mean: 1.4859518945217132, q new div std: 0.01852187241694659
avg_len new div mean: 0.09783966504037381, avg_len new div std: 0.0016738760659777373
avg_cov new div mean: 0.18661562651395797, avg_cov new div std: 0.005330922815921054
lumbar, efficientnetb4, 0.1, 1
