q CP mean: 0.03298127073794603, q CP std: 0.0005386876281709864
avg_len CP mean: 0.08267397098243237, avg_len CP std: 0.0013572102480451608
avg_cov CP mean: 0.9497360080480576, avg_cov CP std: 0.007734366741472078
q GC mean: 0.1952637176040497, q GC std: 0.001617466975534307
avg_len GC mean: 0.48946595937013626, avg_len GC std: 0.0040688279960139255
avg_cov GC mean: 0.9992872297763824, avg_cov GC std: 0.0004620303198153255
q new addtive mean: 0.036297489702701566, q new addtive std: 0.0007435675142682355
avg_len new addtive mean: 0.08483645394444465, avg_len new addtive std: 0.0015061444793818839
avg_cov new addtive mean: 0.9506071835756302, avg_cov new addtive std: 0.009347214852399442
q new div mean: 1.074387538433075, q new div std: 0.0017043160045102806
avg_len new div mean: 0.0779294315725565, avg_len new div std: 0.001515027158768257
avg_cov new div mean: 0.9503167897462845, avg_cov new div std: 0.010197623476011195
q mu mean: 2.635798680782318, q mu std: 0.043387838339110904
avg_len mu mean: 0.0755642879754305, avg_len mu std: 0.0016036292963494292
avg_cov mu mean: 0.9489176332950592, avg_cov mu std: 0.007018873374003122
lumbar, efficientnetb4, 0.05, 1
