q CP mean: 0.03325329404324293, q CP std: 0.00048223138883410284
avg_len CP mean: 0.08671076707541943, avg_len CP std: 0.0012608002697134825
avg_cov CP mean: 0.9506845891475677, avg_cov CP std: 0.006733216664862516
q GC mean: 0.19587406887646855, q GC std: 0.0014570931994969927
avg_len GC mean: 0.5107583940029145, avg_len GC std: 0.0038717887474878114
avg_cov GC mean: 0.9997971534729004, avg_cov GC std: 0.00025488918197720615
q new addtive mean: 0.03820703625679016, q new addtive std: 0.0005741443663951763
avg_len new addtive mean: 0.0924837451428175, avg_len new addtive std: 0.001149137726383312
avg_cov new addtive mean: 0.9504817485809326, avg_cov new addtive std: 0.005829091814629738
q new div mean: 1.0738244295120238, q new div std: 0.0010645680410369133
avg_len new div mean: 0.09282486960291862, avg_len new div std: 0.0010977160448637012
avg_cov new div mean: 0.9502535432577133, avg_cov new div std: 0.0058351795248209855
q mu mean: 2.66973078250885, q mu std: 0.08150222159693819
avg_len mu mean: 0.09633785523474217, avg_len mu std: 0.0040049797054801835
avg_cov mu mean: 0.9488590240478516, avg_cov mu std: 0.008188765597802057
lumbar, densenet201, 0.05, 4
