q CP mean: 1.2805899202823638, q CP std: 0.024182077677062718
avg_len CP mean: 0.0624239519238472, avg_len CP std: 0.0011763394702759842
avg_cov CP mean: 0.8987576097249985, avg_cov CP std: 0.012428176953913588
q GC mean: 1.2853190618370474, q GC std: 0.012518423843536856
avg_len GC mean: 0.06265440788120032, avg_len GC std: 0.00059837987049185
avg_cov GC mean: 0.8998732239007949, avg_cov GC std: 0.008167589667781422
q new addtive mean: 0.023251019790768622, q new addtive std: 0.0005374509969916433
avg_len new addtive mean: 0.0610406119376421, avg_len new addtive std: 0.0010535394375314306
avg_cov new addtive mean: 0.900709941983223, avg_cov new addtive std: 0.01264553105097314
q new div mean: 4.872266149520874, q new div std: 0.13653185993524306
avg_len new div mean: 0.07083838731050492, avg_len new div std: 0.0021207284703111664
avg_cov new div mean: 0.8985801309347152, avg_cov new div std: 0.011409289980627662
lumbar, efficientnetb4, 0.1, 4
